Name	Lat	Lng	Type	Verses	Source	Confidence	SourceDetail
Jahzah	31.50100309	35.92063125	city	1Chr.6.78,Jer.48.21	gnosis	medium	theographic
Jair	32.042523	35.724241	region	Josh.13.30	gnosis	medium	theographic
Javan	38.2	27.5	city	Isa.66.19,Ezek.27.13	gnosis	medium	openbible
Jebus	31.776667	35.234167	city	Josh.18.28,Judg.19.10,Judg.19.11,1Chr.11.4,1Chr.11.5	gnosis	medium	openbible
Jebusite	31.777444	35.234935	city	Josh.15.8	gnosis	medium	theographic
Jegar-sahadutha	32.56526757	36.00555931	city	Gen.31.47	gnosis	medium	theographic
Jekabzeel	31.28619	34.93235	city	Neh.11.25	gnosis	medium	openbible
Jericho	31.871719	35.444564	city	Num.22.1,Num.26.3,Num.26.63,Num.31.12,Num.33.48,Num.33.50,Num.34.15,Num.35.1,Num.36.13,Deut.32.49,Deut.34.1,Josh.2.1,Josh.2.2,Josh.2.3,Josh.3.16,Josh.4.13,Josh.4.19,Josh.5.10,Josh.5.13,Josh.6.1,Josh.6.2,Josh.6.25,Josh.6.26,Josh.7.2,Josh.8.2,Josh.9.3,Josh.10.1,Josh.10.28,Josh.10.30,Josh.12.9,Josh.13.32,Josh.16.1,Josh.16.7,Josh.18.12,Josh.18.21,Josh.20.8,Josh.24.11,2Sam.10.5,1Kgs.16.34,2Kgs.2.4,2Kgs.2.5,2Kgs.2.15,2Kgs.2.18,2Kgs.25.5,1Chr.6.78,1Chr.19.5,2Chr.28.15,Ezra.2.34,Neh.3.2,Neh.7.36,Jer.39.5,Jer.52.8,Matt.20.29,Mark.10.46,Luke.10.30,Luke.18.35,Luke.19.1,Heb.11.30	gnosis	medium	openbible
Jeruel	31.579722	35.309167	region	2Chr.20.16	gnosis	medium	openbible
Jerusalem	31.776667	35.234167	city	Josh.10.1,Josh.10.3,Josh.10.5,Josh.10.23,Josh.12.10,Josh.15.8,Josh.15.63,Josh.18.28,Judg.1.7,Judg.1.8,Judg.1.21,Judg.19.10,1Sam.17.54,2Sam.5.5,2Sam.5.6,2Sam.5.13,2Sam.5.14,2Sam.8.7,2Sam.9.13,2Sam.10.14,2Sam.11.1,2Sam.11.12,2Sam.12.31,2Sam.14.23,2Sam.14.28,2Sam.15.8,2Sam.15.11,2Sam.15.14,2Sam.15.29,2Sam.15.37,2Sam.16.3,2Sam.16.15,2Sam.17.20,2Sam.19.19,2Sam.19.25,2Sam.19.33,2Sam.19.34,2Sam.20.2,2Sam.20.3,2Sam.20.7,2Sam.20.22,2Sam.24.8,2Sam.24.16,1Kgs.2.11,1Kgs.2.36,1Kgs.2.38,1Kgs.2.41,1Kgs.3.1,1Kgs.3.15,1Kgs.8.1,1Kgs.9.15,1Kgs.9.19,1Kgs.10.2,1Kgs.10.26,1Kgs.10.27,1Kgs.11.7,1Kgs.11.13,1Kgs.11.29,1Kgs.11.32,1Kgs.11.36,1Kgs.11.42,1Kgs.12.18,1Kgs.12.21,1Kgs.12.27,1Kgs.12.28,1Kgs.14.21,1Kgs.14.25,1Kgs.15.2,1Kgs.15.4,1Kgs.15.10,1Kgs.22.42,2Kgs.8.17,2Kgs.8.26,2Kgs.9.28,2Kgs.12.1,2Kgs.12.17,2Kgs.12.18,2Kgs.14.2,2Kgs.14.13,2Kgs.14.19,2Kgs.14.20,2Kgs.15.2,2Kgs.15.33,2Kgs.16.2,2Kgs.16.5,2Kgs.18.2,2Kgs.18.17,2Kgs.18.22,2Kgs.18.35,2Kgs.19.10,2Kgs.19.21,2Kgs.19.31,2Kgs.21.1,2Kgs.21.4,2Kgs.21.7,2Kgs.21.12,2Kgs.21.13,2Kgs.21.16,2Kgs.21.19,2Kgs.22.1,2Kgs.22.14,2Kgs.23.1,2Kgs.23.2,2Kgs.23.4,2Kgs.23.5,2Kgs.23.6,2Kgs.23.9,2Kgs.23.13,2Kgs.23.20,2Kgs.23.23,2Kgs.23.24,2Kgs.23.27,2Kgs.23.30,2Kgs.23.31,2Kgs.23.33,2Kgs.23.36,2Kgs.24.4,2Kgs.24.8,2Kgs.24.10,2Kgs.24.14,2Kgs.24.15,2Kgs.24.18,2Kgs.24.20,2Kgs.25.1,2Kgs.25.8,2Kgs.25.9,2Kgs.25.10,1Chr.3.4,1Chr.3.5,1Chr.6.10,1Chr.6.15,1Chr.6.32,1Chr.8.28,1Chr.8.32,1Chr.9.3,1Chr.9.34,1Chr.9.38,1Chr.11.4,1Chr.14.3,1Chr.14.4,1Chr.15.3,1Chr.18.7,1Chr.19.15,1Chr.20.1,1Chr.20.3,1Chr.21.4,1Chr.21.15,1Chr.21.16,1Chr.23.25,1Chr.28.1,1Chr.29.27,2Chr.1.4,2Chr.1.13,2Chr.1.14,2Chr.1.15,2Chr.2.7,2Chr.2.16,2Chr.3.1,2Chr.5.2,2Chr.6.6,2Chr.8.6,2Chr.9.1,2Chr.9.25,2Chr.9.27,2Chr.9.30,2Chr.10.18,2Chr.11.1,2Chr.11.5,2Chr.11.14,2Chr.11.16,2Chr.12.2,2Chr.12.4,2Chr.12.5,2Chr.12.7,2Chr.12.9,2Chr.12.13,2Chr.13.2,2Chr.14.15,2Chr.15.10,2Chr.17.13,2Chr.19.1,2Chr.19.4,2Chr.19.8,2Chr.20.5,2Chr.20.15,2Chr.20.17,2Chr.20.18,2Chr.20.20,2Chr.20.27,2Chr.20.28,2Chr.20.31,2Chr.21.5,2Chr.21.11,2Chr.21.13,2Chr.21.20,2Chr.22.1,2Chr.22.2,2Chr.23.2,2Chr.24.1,2Chr.24.6,2Chr.24.9,2Chr.24.18,2Chr.24.23,2Chr.25.1,2Chr.25.23,2Chr.25.27,2Chr.26.3,2Chr.26.9,2Chr.26.15,2Chr.27.1,2Chr.27.8,2Chr.28.1,2Chr.28.10,2Chr.28.24,2Chr.28.27,2Chr.29.1,2Chr.29.8,2Chr.30.1,2Chr.30.2,2Chr.30.3,2Chr.30.5,2Chr.30.11,2Chr.30.13,2Chr.30.14,2Chr.30.21,2Chr.32.19,2Chr.32.22,2Chr.32.23,2Chr.32.25,2Chr.32.26,2Chr.32.33,2Chr.33.1,2Chr.33.4,2Chr.33.7,2Chr.33.9,2Chr.33.13,2Chr.33.15,2Chr.33.21,2Chr.34.1,2Chr.34.3,2Chr.34.5,2Chr.34.7,2Chr.34.9,2Chr.34.22,2Chr.34.29,2Chr.34.30,2Chr.34.32,2Chr.35.1,2Chr.35.18,2Chr.35.24,2Chr.36.1,2Chr.36.2,2Chr.36.3,2Chr.36.4,2Chr.36.5,2Chr.36.9,2Chr.36.10,2Chr.36.11,2Chr.36.14,2Chr.36.19,2Chr.36.23,Ezra.1.2,Ezra.1.3,Ezra.1.4,Ezra.1.5,Ezra.1.7,Ezra.1.11,Ezra.2.1,Ezra.2.68,Ezra.3.1,Ezra.3.8,Ezra.4.6,Ezra.4.8,Ezra.4.12,Ezra.4.20,Ezra.4.23,Ezra.4.24,Ezra.5.1,Ezra.5.2,Ezra.5.14,Ezra.5.15,Ezra.5.16,Ezra.5.17,Ezra.6.3,Ezra.6.5,Ezra.6.9,Ezra.6.12,Ezra.6.18,Ezra.7.7,Ezra.7.8,Ezra.7.9,Ezra.7.13,Ezra.7.14,Ezra.7.15,Ezra.7.16,Ezra.7.17,Ezra.7.19,Ezra.7.27,Ezra.8.29,Ezra.8.30,Ezra.8.31,Ezra.8.32,Ezra.9.9,Ezra.10.7,Ezra.10.9,Neh.1.2,Neh.1.3,Neh.2.11,Neh.2.12,Neh.2.13,Neh.2.17,Neh.2.20,Neh.3.8,Neh.3.9,Neh.3.12,Neh.4.7,Neh.4.8,Neh.4.22,Neh.6.7,Neh.7.2,Neh.7.3,Neh.7.6,Neh.8.15,Neh.11.1,Neh.11.2,Neh.11.3,Neh.11.4,Neh.11.6,Neh.11.22,Neh.12.27,Neh.12.28,Neh.12.29,Neh.12.43,Neh.13.6,Neh.13.7,Neh.13.15,Neh.13.16,Neh.13.19,Neh.13.20,Esth.2.6,Ps.51.18,Ps.68.29,Ps.79.1,Ps.79.3,Ps.102.21,Ps.116.19,Ps.122.2,Ps.122.3,Ps.122.6,Ps.125.2,Ps.128.5,Ps.135.21,Ps.137.5,Ps.137.6,Ps.137.7,Ps.147.2,Ps.147.12,Eccl.1.1,Eccl.1.12,Eccl.1.16,Eccl.2.7,Eccl.2.9,Song.1.5,Song.2.7,Song.3.5,Song.3.10,Song.5.8,Song.5.16,Song.6.4,Song.8.4,Isa.1.1,Isa.2.1,Isa.2.3,Isa.3.1,Isa.3.8,Isa.4.3,Isa.4.4,Isa.5.3,Isa.7.1,Isa.8.14,Isa.10.10,Isa.10.11,Isa.10.12,Isa.10.32,Isa.22.10,Isa.22.21,Isa.24.23,Isa.27.13,Isa.28.14,Isa.30.19,Isa.31.5,Isa.31.9,Isa.33.20,Isa.36.2,Isa.36.7,Isa.36.20,Isa.37.10,Isa.37.22,Isa.37.32,Isa.40.2,Isa.40.9,Isa.41.27,Isa.44.26,Isa.44.28,Isa.51.17,Isa.52.1,Isa.52.2,Isa.52.9,Isa.62.6,Isa.62.7,Isa.64.10,Isa.65.18,Isa.65.19,Isa.66.10,Isa.66.13,Isa.66.20,Jer.1.3,Jer.1.15,Jer.2.2,Jer.3.17,Jer.4.3,Jer.4.4,Jer.4.5,Jer.4.10,Jer.4.11,Jer.4.14,Jer.4.16,Jer.5.1,Jer.6.1,Jer.6.6,Jer.6.8,Jer.7.17,Jer.7.34,Jer.8.1,Jer.9.11,Jer.11.2,Jer.11.6,Jer.11.9,Jer.11.12,Jer.11.13,Jer.13.9,Jer.13.13,Jer.13.27,Jer.14.2,Jer.14.16,Jer.15.4,Jer.15.5,Jer.17.19,Jer.17.20,Jer.17.21,Jer.17.25,Jer.17.26,Jer.17.27,Jer.18.11,Jer.19.3,Jer.19.7,Jer.19.13,Jer.22.19,Jer.23.14,Jer.23.15,Jer.24.1,Jer.24.8,Jer.25.2,Jer.25.18,Jer.26.18,Jer.27.3,Jer.27.18,Jer.27.20,Jer.27.21,Jer.29.1,Jer.29.2,Jer.29.4,Jer.29.20,Jer.29.25,Jer.32.2,Jer.32.32,Jer.32.44,Jer.33.10,Jer.33.13,Jer.33.16,Jer.34.1,Jer.34.6,Jer.34.7,Jer.34.8,Jer.34.19,Jer.35.11,Jer.35.13,Jer.35.17,Jer.36.9,Jer.36.31,Jer.37.5,Jer.37.11,Jer.37.12,Jer.38.28,Jer.39.1,Jer.39.8,Jer.40.1,Jer.42.18,Jer.44.2,Jer.44.6,Jer.44.9,Jer.44.13,Jer.44.17,Jer.44.21,Jer.51.35,Jer.51.50,Jer.52.1,Jer.52.3,Jer.52.4,Jer.52.12,Jer.52.13,Jer.52.14,Jer.52.29,Lam.1.7,Lam.1.8,Lam.1.17,Lam.2.10,Lam.2.13,Lam.2.15,Lam.4.12,Ezek.4.1,Ezek.4.7,Ezek.4.16,Ezek.5.5,Ezek.8.3,Ezek.9.4,Ezek.9.8,Ezek.11.15,Ezek.12.10,Ezek.12.19,Ezek.13.16,Ezek.14.21,Ezek.14.22,Ezek.15.6,Ezek.16.2,Ezek.16.3,Ezek.17.12,Ezek.21.2,Ezek.21.20,Ezek.21.22,Ezek.22.19,Ezek.23.4,Ezek.24.2,Ezek.26.2,Ezek.33.21,Ezek.36.38,Dan.1.1,Dan.5.2,Dan.5.3,Dan.6.10,Dan.9.2,Dan.9.7,Dan.9.12,Dan.9.16,Dan.9.25,Joel.2.32,Joel.3.1,Joel.3.6,Joel.3.16,Joel.3.17,Joel.3.20,Amos.1.2,Amos.2.5,Obad.1.11,Obad.1.20,Mic.1.1,Mic.1.5,Mic.1.9,Mic.1.12,Mic.3.10,Mic.3.12,Mic.4.2,Mic.4.8,Zeph.1.4,Zeph.1.12,Zeph.3.14,Zeph.3.16,Zech.1.12,Zech.1.14,Zech.1.16,Zech.1.17,Zech.1.19,Zech.2.2,Zech.2.4,Zech.2.12,Zech.3.2,Zech.7.7,Zech.8.3,Zech.8.4,Zech.8.8,Zech.8.15,Zech.8.22,Zech.9.9,Zech.9.10,Zech.12.2,Zech.12.3,Zech.12.5,Zech.12.6,Zech.12.7,Zech.12.8,Zech.12.9,Zech.12.10,Zech.12.11,Zech.13.1,Zech.14.2,Zech.14.4,Zech.14.8,Zech.14.10,Zech.14.11,Zech.14.12,Zech.14.14,Zech.14.16,Zech.14.17,Zech.14.21,Mal.2.11,Mal.3.4,Matt.2.1,Matt.2.3,Matt.3.5,Matt.4.25,Matt.5.35,Matt.15.1,Matt.16.21,Matt.20.17,Matt.20.18,Matt.21.1,Matt.21.10,Matt.23.37,Mark.1.5,Mark.3.8,Mark.3.22,Mark.7.1,Mark.10.32,Mark.10.33,Mark.11.1,Mark.11.11,Mark.11.15,Mark.11.27,Mark.15.41,Luke.2.22,Luke.2.25,Luke.2.38,Luke.2.41,Luke.2.43,Luke.2.45,Luke.4.9,Luke.5.17,Luke.6.17,Luke.9.31,Luke.9.51,Luke.9.53,Luke.10.30,Luke.13.4,Luke.13.22,Luke.13.33,Luke.13.34,Luke.17.11,Luke.18.31,Luke.19.11,Luke.19.28,Luke.21.20,Luke.21.24,Luke.23.7,Luke.23.28,Luke.24.13,Luke.24.18,Luke.24.33,Luke.24.47,Luke.24.52,John.1.19,John.2.13,John.2.23,John.4.20,John.4.21,John.4.45,John.5.1,John.5.2,John.7.25,John.10.22,John.11.18,John.11.55,John.12.12,Acts.1.4,Acts.1.8,Acts.1.12,Acts.1.19,Acts.2.5,Acts.2.14,Acts.4.16,Acts.5.16,Acts.5.28,Acts.6.7,Acts.8.1,Acts.8.14,Acts.8.25,Acts.8.26,Acts.8.27,Acts.9.2,Acts.9.13,Acts.9.21,Acts.9.26,Acts.9.28,Acts.10.39,Acts.11.2,Acts.11.22,Acts.11.27,Acts.12.25,Acts.13.13,Acts.13.27,Acts.13.31,Acts.15.2,Acts.15.4,Acts.16.4,Acts.19.21,Acts.20.16,Acts.20.22,Acts.21.4,Acts.21.11,Acts.21.12,Acts.21.13,Acts.21.15,Acts.21.17,Acts.21.31,Acts.22.5,Acts.22.17,Acts.22.18,Acts.23.11,Acts.24.11,Acts.25.1,Acts.25.3,Acts.25.7,Acts.25.9,Acts.25.15,Acts.25.20,Acts.25.24,Acts.26.4,Acts.26.10,Acts.26.20,Acts.28.17,Rom.15.19,Rom.15.25,Rom.15.26,Rom.15.31,1Cor.16.3,Gal.1.17,Gal.1.18,Gal.2.1,Gal.4.25,Gal.4.26,Heb.12.22,Rev.3.12,Rev.21.2,Rev.21.10,Isa.62.1	gnosis	medium	openbible
Jeshimon	31.4703	35.2228	city	1Sam.23.19,1Sam.23.24,1Sam.26.1,1Sam.26.3	gnosis	medium	openbible
Jeshua	31.276389	34.990278	city	Neh.11.26	gnosis	medium	openbible
Jetur	33.41615982399708	35.85725617635589	city	1Chr.5.19	gnosis	medium	theographic
Jokdeam	31.461967	35.118489	city	Josh.15.56	gnosis	medium	openbible
Jokmeam	31.833333	35.3	city	1Chr.6.68	gnosis	medium	theographic
Joktheel	31.565278	34.849167	city	Josh.15.38	gnosis	medium	openbible
Joktheel	30.32243571	35.45627947	city	2Kgs.14.7	gnosis	medium	theographic
Joppa	32.054481	34.753039	city	Josh.19.46,2Chr.2.16,Ezra.3.7,Jonah.1.3,Acts.9.36,Acts.9.38,Acts.9.42,Acts.9.43,Acts.10.5,Acts.10.8,Acts.10.23,Acts.10.32,Acts.11.5,Acts.11.13	gnosis	medium	openbible
Jordan	31.761389	35.558333	river	Gen.32.10,Gen.50.10,Gen.50.11,Num.13.29,Num.22.1,Num.26.3,Num.26.63,Num.31.12,Num.32.5,Num.32.19,Num.32.21,Num.32.29,Num.32.32,Num.33.48,Num.33.49,Num.33.50,Num.33.51,Num.34.12,Num.34.15,Num.35.1,Num.35.10,Num.35.14,Num.36.13,Deut.1.1,Deut.1.5,Deut.2.29,Deut.3.8,Deut.3.17,Deut.3.20,Deut.3.25,Deut.3.27,Deut.4.21,Deut.4.22,Deut.4.26,Deut.4.41,Deut.4.46,Deut.4.47,Deut.4.49,Deut.9.1,Deut.11.30,Deut.11.31,Deut.12.10,Deut.27.2,Deut.27.4,Deut.27.12,Deut.30.18,Deut.31.2,Deut.31.13,Deut.32.47,Josh.1.2,Josh.1.11,Josh.1.14,Josh.1.15,Josh.2.7,Josh.2.10,Josh.3.1,Josh.3.8,Josh.3.11,Josh.3.13,Josh.3.14,Josh.3.15,Josh.3.17,Josh.4.1,Josh.4.3,Josh.4.5,Josh.4.7,Josh.4.8,Josh.4.9,Josh.4.10,Josh.4.16,Josh.4.17,Josh.4.18,Josh.4.19,Josh.4.20,Josh.4.22,Josh.4.23,Josh.5.1,Josh.7.7,Josh.9.1,Josh.9.10,Josh.12.1,Josh.12.7,Josh.13.8,Josh.13.23,Josh.13.27,Josh.13.32,Josh.14.3,Josh.15.5,Josh.16.1,Josh.16.7,Josh.17.5,Josh.18.7,Josh.18.12,Josh.18.19,Josh.18.20,Josh.19.22,Josh.19.33,Josh.19.34,Josh.20.8,Josh.22.4,Josh.22.7,Josh.22.10,Josh.22.11,Josh.22.25,Josh.23.4,Josh.24.8,Josh.24.11,Judg.3.28,Judg.5.17,Judg.7.24,Judg.7.25,Judg.8.4,Judg.10.8,Judg.10.9,Judg.11.13,Judg.11.22,Judg.12.5,Judg.12.6,1Sam.13.7,1Sam.31.7,2Sam.2.29,2Sam.10.17,2Sam.17.22,2Sam.17.24,2Sam.19.15,2Sam.19.17,2Sam.19.18,2Sam.19.31,2Sam.19.36,2Sam.19.39,2Sam.19.41,2Sam.20.2,2Sam.24.5,1Kgs.2.8,1Kgs.7.46,1Kgs.17.3,1Kgs.17.5,2Kgs.2.6,2Kgs.2.7,2Kgs.2.13,2Kgs.5.10,2Kgs.5.14,2Kgs.6.2,2Kgs.6.4,2Kgs.7.15,2Kgs.10.33,1Chr.6.78,1Chr.12.15,1Chr.12.37,1Chr.19.17,1Chr.26.30,2Chr.4.17,Job.40.23,Ps.42.6,Ps.114.3,Ps.114.5,Isa.9.1,Jer.12.5,Jer.49.19,Jer.50.44,Ezek.47.18,Zech.11.3,Matt.3.5,Matt.3.6,Matt.3.13,Matt.4.15,Matt.4.25,Matt.19.1,Mark.1.5,Mark.1.9,Mark.3.8,Mark.10.1,Luke.3.3,Luke.4.1,John.1.28,John.3.26,John.10.40	gnosis	medium	openbible
Jotbah	32.831944	35.278139	city	2Kgs.21.19	gnosis	medium	openbible
Jotbathah	29.492468	34.896882	city	Num.33.33,Num.33.34,Deut.10.7	gnosis	medium	openbible
Judea	31.777444	35.234935	region	Ezra.9.9,Matt.2.1,Matt.2.5,Matt.2.22,Matt.3.1,Matt.3.5,Matt.4.25,Matt.19.1,Matt.24.16,Mark.1.5,Mark.3.7,Mark.10.1,Mark.13.14,Luke.1.5,Luke.1.65,Luke.2.4,Luke.3.1,Luke.5.17,Luke.6.17,Luke.7.17,Luke.21.21,John.4.3,John.4.47,John.4.54,John.7.3,John.11.7,Acts.1.8,Acts.2.9,Acts.2.14,Acts.8.1,Acts.9.31,Acts.10.37,Acts.11.1,Acts.11.29,Acts.12.19,Acts.15.1,Acts.21.10,Acts.26.20,Acts.28.21,Rom.15.31,2Cor.1.16,Gal.1.22,1Thess.2.14,John.3.22	gnosis	medium	theographic
Judean	31.777444	35.234935	city	John.3.22	gnosis	medium	theographic
Judgment	31.776667	35.234167	city	1Kgs.7.7	gnosis	medium	openbible
Kabzeel	31.28619	34.93235	city	Josh.15.21,2Sam.23.20,1Chr.11.22	gnosis	medium	openbible
Kadesh	34.55781	36.5196	city	Gen.14.7,Gen.16.14,Gen.20.1,Num.13.26,Num.20.1,Num.20.14,Num.20.16,Num.20.22,Num.27.14,Num.33.36,Num.33.37,Deut.1.46,Judg.11.16,Judg.11.17,Ps.29.8	gnosis	medium	openbible
Tahtimhodshi	34.558327	36.522943	city	2Sam.24.6	gnosis	medium	theographic
Kadesh-barnea	30.648333	34.422222	city	Num.32.8,Num.34.4,Deut.1.2,Deut.1.19,Deut.2.14,Deut.9.23,Josh.10.41,Josh.14.6,Josh.14.7,Josh.15.3	gnosis	medium	openbible
Kamon	32.5876	35.7256	city	Judg.10.5	gnosis	medium	openbible
Karka	30.666667	34.366667	city	Josh.15.3	gnosis	medium	openbible
Karkor	31.36306	37.54278	city	Judg.8.10	gnosis	medium	openbible
Karnaim	32.835833	36.035	city	Gen.14.5	gnosis	medium	openbible
Kartah	33.111944	35.4625	city	Josh.21.34	gnosis	medium	openbible
Kartan	33.111944	35.4625	city	Josh.21.32	gnosis	medium	openbible
Kattath	32.62558	35.03215	city	Josh.19.15	gnosis	medium	openbible
Kedar	29.811417	39.868306	city	Ps.120.5,Song.1.5,Isa.21.16,Isa.21.17,Isa.42.11,Isa.60.7,Jer.2.10,Jer.49.28,Ezek.27.21	gnosis	medium	openbible
Kedesh-naphtali	32.735	35.55555	city	Judg.4.6	gnosis	medium	openbible
Kehelathah	30.193056	34.421111	city	Num.33.22,Num.33.23	gnosis	medium	openbible
Kerioth	31.540556	35.686111	city	Jer.48.24,Amos.2.2	gnosis	medium	openbible
Kerioth-hezron	31.344952	35.124376	city	Josh.15.25	gnosis	medium	openbible
Kibroth-hattaavah	28.788667	34.275439	city	Num.11.34,Num.11.35,Num.33.16,Num.33.17,Deut.9.22	gnosis	medium	openbible
Kidron	31.780278	35.24	region	2Sam.15.23,1Kgs.2.37,1Kgs.15.13,2Kgs.23.4,2Kgs.23.6,2Kgs.23.12,2Chr.15.16,2Chr.29.16,Jer.31.40	gnosis	medium	openbible
Kinah	31.209188	35.165672	city	Josh.15.22	gnosis	medium	openbible
Kir-hareseth	31.180556	35.701389	city	2Kgs.3.25,Isa.16.7	gnosis	medium	openbible
Kiriath-arba	31.524354	35.108539	city	Gen.23.2,Gen.35.27,Josh.14.15,Josh.15.54,Josh.20.7,Judg.1.10,Neh.11.25	gnosis	medium	theographic
Kiriath-arim	31.808957	35.10378	city	Ezra.2.25	gnosis	medium	openbible
Kiriath-baal	31.771104	34.993812	city	Josh.15.60,Josh.18.14	gnosis	medium	theographic
Kiriath-huzoth	31.502236	35.776574	city	Num.22.39	gnosis	medium	openbible
Kiriath-jearim	31.808957	35.10378	city	Josh.9.17,Josh.15.9,Josh.15.60,Josh.18.14,Josh.18.15,Josh.18.28,Judg.18.12,1Sam.6.21,1Sam.7.1,1Sam.7.2,1Chr.13.5,1Chr.13.6,2Chr.1.4,Neh.7.29,Jer.26.20	gnosis	medium	openbible
Kiriath-sannah	31.4166696	34.96667012	city	Josh.15.49	gnosis	medium	theographic
Kiriath-sepher	31.4166696	34.96667012	city	Josh.15.15,Josh.15.16,Judg.1.11,Judg.1.12	gnosis	medium	theographic
Kittim	35	33	city	Num.24.24,Dan.11.30	gnosis	medium	openbible
Koa	34.387529	47.132096	city	Ezek.23.23	gnosis	medium	openbible
Kue	37	35.325	city	1Kgs.10.28,2Chr.1.16	gnosis	medium	openbible
Laban	29.99321	34.704	city	Deut.1.1	gnosis	medium	openbible
Lachish	31.565278	34.849167	city	Josh.10.3,Josh.10.5,Josh.10.23,Josh.10.31,Josh.10.32,Josh.10.33,Josh.10.34,Josh.10.35,Josh.12.11,Josh.15.39,2Kgs.14.19,2Kgs.18.14,2Kgs.18.17,2Kgs.19.8,2Chr.11.9,2Chr.25.27,2Chr.32.9,Neh.11.30,Isa.36.2,Isa.37.8,Jer.34.7,Mic.1.13	gnosis	medium	openbible
Laish	33.24865998	35.65248345	city	Judg.18.7,Judg.18.14,Judg.18.27,Judg.18.29	gnosis	medium	theographic
Lakkum	32.69827	35.55186	city	Josh.19.33	gnosis	medium	openbible
Leb-kamai	30.962222	46.104444	city	Jer.51.1	gnosis	medium	openbible
Lebanon	33.54	35.583611	region	1Kgs.7.2,1Kgs.10.17,1Kgs.10.21,2Chr.9.16,2Chr.9.20	gnosis	medium	openbible
Lebaoth	31.00669	34.49181	city	Josh.15.32	gnosis	medium	openbible
Lehem	31.704306	35.207639	city	1Chr.4.22	gnosis	medium	openbible
Lehi	31.748796	35.001006	city	Judg.15.9,Judg.15.14,Judg.15.19	gnosis	medium	openbible
Leshem	33.24865998	35.65248345	city	Josh.19.47	gnosis	medium	theographic
Libnah	31.629897	34.873472	city	Josh.10.29,Josh.10.31,Josh.10.32,Josh.10.39,Josh.12.15,Josh.15.42,Josh.21.13,2Kgs.8.22,2Kgs.19.8,2Kgs.23.31,2Kgs.24.18,1Chr.6.57,2Chr.21.10,Isa.37.8,Jer.52.1	gnosis	medium	openbible
Libnah	31.8099	34.9365	city	Num.33.20,Num.33.21	gnosis	medium	theographic
Libya	32.820946	21.851229	region	Ezek.30.5,Acts.2.10	gnosis	medium	openbible
Lord	31.777444	35.234935	city	Isa.60.14,Isa.60.22	gnosis	medium	theographic
Lud	31.95138889	34.89527778	city	Isa.66.19,Jer.46.9,Ezek.27.10,Ezek.30.5	gnosis	medium	theographic
Luhith	31.13788	35.622231	city	Isa.15.5,Jer.48.5	gnosis	medium	openbible
Luz	31.93053921	35.22103275	city	Gen.28.19,Gen.35.6,Gen.48.3,Josh.16.2,Josh.18.13,Judg.1.23	gnosis	medium	theographic
Luz	37	36.57	city	Judg.1.26	gnosis	medium	theographic
Lycaonia	38	33	region	Acts.14.6	gnosis	medium	openbible
Lycia	36.733333	29.9	region	Acts.27.5	gnosis	medium	openbible
Lydda	31.950908	34.893068	city	Acts.9.32,Acts.9.35,Acts.9.38	gnosis	medium	theographic
Lystra	37.6017	32.3384	city	Acts.14.6,Acts.14.8,Acts.14.21,Acts.16.1,Acts.16.2,2Tim.3.11	gnosis	medium	openbible
Maacah	33.258051	35.581007	region	2Sam.10.6,2Sam.10.8,2Sam.23.34,1Chr.19.7	gnosis	medium	openbible
Maacath	33.2	36.5	city	Josh.13.13	gnosis	medium	theographic
Maareh-geba	31.823113	35.230718	city	Judg.20.33	gnosis	medium	openbible
Macedonia	41.6	22.54	region	Acts.16.9,Acts.16.10,Acts.16.12,Acts.18.5,Acts.19.21,Acts.19.22,Acts.20.1,Acts.20.3,Rom.15.26,1Cor.16.5,2Cor.1.16,2Cor.2.13,2Cor.7.5,2Cor.8.1,2Cor.9.2,2Cor.11.9,Phil.4.15,1Thess.1.7,1Thess.1.8,1Thess.4.10,1Tim.1.3	gnosis	medium	openbible
Madmen	31.291821	35.704811	city	Jer.48.2	gnosis	medium	openbible
Madmenah	31.82014	35.22322	city	Isa.10.31	gnosis	medium	openbible
Magog	38.488333	28.040278	region	Ezek.38.2,Ezek.39.6,Rev.20.8	gnosis	medium	openbible
Mahalab	33.317804	35.243368	city	Josh.19.29	gnosis	medium	openbible
Mahanaim	32.18575	35.68667	city	Gen.32.2,Josh.13.26,Josh.13.30,Josh.21.38,2Sam.2.8,2Sam.2.12,2Sam.2.29,2Sam.17.24,2Sam.17.27,2Sam.19.32,1Kgs.2.8,1Kgs.4.14,1Chr.6.80	gnosis	medium	openbible
Makaz	31.827028	34.932208	city	1Kgs.4.9	gnosis	medium	openbible
Makheloth	30.193056	34.421111	city	Num.33.25,Num.33.26	gnosis	medium	openbible
Maroth	31.62071	35.11352	city	Mic.1.12	gnosis	medium	openbible
Mashal	33.046264	35.172513	city	1Chr.6.74	gnosis	medium	theographic
Masrekah	29.946944	35.463611	city	Gen.36.36,1Chr.1.47	gnosis	medium	openbible
Massah	28.623056	33.880278	city	Exod.17.7,Deut.6.16,Deut.9.22,Deut.33.8	gnosis	medium	openbible
Mattanah	31.588347	35.907928	city	Num.21.18,Num.21.19	gnosis	medium	openbible
Me-jarkon	32.103889	34.775833	river	Josh.19.46	gnosis	medium	openbible
Meconah	31.350265	34.928577	city	Neh.11.28	gnosis	medium	openbible
