Name	Lat	Lng	Type	Verses	Source	Confidence	SourceDetail
Shibah	31.24495217	34.84088858	city	Gen.26.33	gnosis	medium	theographic
Shikkeron	31.821483	34.812	city	Josh.15.11	gnosis	medium	openbible
Shilhim	31.467	34.4041	city	Josh.15.32	gnosis	medium	openbible
Shiloah	31.770556	35.235	city	Isa.8.6	gnosis	medium	openbible
Shiloh	32.055703	35.289536	city	Josh.18.1,Josh.18.8,Josh.18.9,Josh.18.10,Josh.19.51,Josh.21.2,Josh.22.9,Josh.22.12,Judg.18.31,Judg.21.12,Judg.21.19,Judg.21.21,1Sam.1.3,1Sam.1.9,1Sam.1.24,1Sam.2.14,1Sam.3.21,1Sam.4.3,1Sam.4.4,1Sam.4.12,1Sam.14.3,1Kgs.2.27,1Kgs.14.2,1Kgs.14.4,Ps.78.60,Jer.7.12,Jer.7.14,Jer.26.6,Jer.26.9,Jer.41.5	gnosis	medium	openbible
Shimron-meron	32.703889	35.213333	city	Josh.12.20	gnosis	medium	openbible
Shinar	32.543333	44.422222	region	Gen.10.10,Gen.11.2,Gen.14.1,Gen.14.9,Josh.7.21,Isa.11.11,Dan.1.2,Zech.5.11	gnosis	medium	openbible
Shittim	31.84018	35.67368	city	Num.25.1,Josh.2.1,Josh.3.1,Mic.6.5	gnosis	medium	openbible
Shoa	31.0043	47.4421	region	Ezek.23.23	gnosis	medium	openbible
Shual	31.954444	35.300278	city	1Sam.13.17	gnosis	medium	openbible
Shur	30.493333	32.956667	city	Gen.16.7,Gen.20.1,Gen.25.18,Exod.15.22,1Sam.15.7,1Sam.27.8	gnosis	medium	openbible
Sibmah	31.782365	35.761314	city	Num.32.38,Josh.13.19,Isa.16.8,Isa.16.9,Jer.48.32	gnosis	medium	openbible
Sibraim	34.401068	36.636361	city	Ezek.47.16	gnosis	medium	openbible
Sidon (Zidon)	33.560243	35.371208	city	Josh.11.8	gnosis	medium	theographic
Sidon	33.560985	35.371944	city	Gen.10.19,Gen.49.13,Judg.1.31,Judg.10.6,Judg.18.28,2Sam.24.6,1Kgs.17.9,Isa.23.2,Isa.23.4,Isa.23.12,Jer.25.22,Jer.27.3,Jer.47.4,Ezek.27.8,Ezek.28.21,Ezek.28.22,Joel.3.4,Zech.9.2,Matt.11.21,Matt.11.22,Matt.15.21,Mark.3.8,Mark.7.24,Mark.7.31,Luke.4.26,Luke.6.17,Luke.10.13,Luke.10.14,Acts.12.20,Acts.27.3	gnosis	medium	openbible
Sidon (the great)	33.560243	35.371208	city	Josh.19.28	gnosis	medium	theographic
Silla	31.776667	35.234167	city	2Kgs.12.20	gnosis	medium	openbible
Siloam	31.770556	35.235	landmark	Luke.13.4,John.9.7,John.9.11	gnosis	medium	openbible
Sin	29.147778	33.536667	region	Exod.16.1,Exod.17.1,Num.33.11,Num.33.12	gnosis	medium	openbible
Sinai	29.5	34	region	Exod.16.1,Exod.19.1,Exod.19.2,Lev.7.38,Num.1.1,Num.1.19,Num.3.4,Num.3.14,Num.9.1,Num.9.5,Num.10.12,Num.26.64,Num.33.15,Num.33.16,Deut.33.2,Judg.5.5,Ps.68.17,Ps.68.8	gnosis	medium	theographic
Siphmoth	31.400792	35.067075	city	1Sam.30.28	gnosis	medium	openbible
Sirah	31.541919	35.098819	city	2Sam.3.26	gnosis	medium	openbible
Sirion	33.41615982	35.85725618	city	Deut.3.9,Ps.29.6,Jer.18.14	gnosis	medium	theographic
Sitnah	31.031111	34.565833	city	Gen.26.21	gnosis	medium	openbible
Skull	31.777444	35.234935	city	Luke.23.33	gnosis	medium	theographic
Smyrna	38.418889	27.137778	city	Rev.1.11,Rev.2.8	gnosis	medium	openbible
Soco	31.68123465	34.97639818	city	2Chr.11.7	gnosis	medium	theographic
Solomon's Portico	31.776667	35.234167	landmark	Acts.5.12,Acts.3.11	gnosis	medium	openbible
Spain	40.21	-4.35	region	Rom.15.24,Rom.15.28	gnosis	medium	openbible
Straight Gate	33.519299	36.31344999999999	landmark	Acts.9.11	gnosis	medium	theographic
Succoth	32.1966	35.62118	city	Gen.33.17,Josh.13.27,Judg.8.5,Judg.8.6,Judg.8.8,Judg.8.14,Judg.8.15,Judg.8.16,1Kgs.7.46,2Chr.4.17	gnosis	medium	openbible
Succoth	30.62077414	32.25869322	city	Exod.12.37,Exod.13.20,Num.33.5,Num.33.6	gnosis	medium	theographic
Suph	28.75	34.75	city	Deut.1.1	gnosis	medium	openbible
Suphah	31.665609	35.81749	city	Num.21.14	gnosis	medium	openbible
Sur	31.776667	35.234167	city	2Kgs.11.6	gnosis	medium	openbible
Syria	37.5	37.5	region	Judg.10.6,1Kgs.10.29,1Kgs.11.25,1Kgs.15.18,1Kgs.19.15,1Kgs.20.1,1Kgs.20.20,1Kgs.20.22,1Kgs.20.23,1Kgs.20.27,1Kgs.20.29,1Kgs.22.1,1Kgs.22.3,1Kgs.22.31,2Kgs.5.1,2Kgs.5.5,2Kgs.6.8,2Kgs.6.11,2Kgs.6.24,2Kgs.8.7,2Kgs.8.9,2Kgs.8.13,2Kgs.8.28,2Kgs.8.29,2Kgs.9.14,2Kgs.9.15,2Kgs.12.17,2Kgs.12.18,2Kgs.13.3,2Kgs.13.4,2Kgs.13.7,2Kgs.13.17,2Kgs.13.19,2Kgs.13.22,2Kgs.13.24,2Kgs.15.37,2Kgs.16.5,2Kgs.16.6,2Kgs.16.7,2Chr.1.17,2Chr.16.2,2Chr.16.7,2Chr.18.30,2Chr.22.5,2Chr.22.6,2Chr.28.5,2Chr.28.23,Isa.7.1,Isa.7.2,Isa.7.4,Isa.7.5,Isa.7.8,Isa.17.3,Ezek.16.57,Ezek.27.16,Amos.1.5,Matt.4.24,Luke.2.2,Acts.15.23,Acts.15.41,Acts.18.18,Acts.20.3,Acts.21.3,Gal.1.21	gnosis	medium	theographic
Tabbath	32.286841	35.618929	city	Judg.7.22	gnosis	medium	openbible
Taberah	28.788667	34.275439	city	Num.11.3,Deut.9.22	gnosis	medium	openbible
Tabor	32.687114	35.390383	mountain	Josh.19.22,Judg.8.18,Ps.89.12,Jer.46.18,Hos.5.1	gnosis	medium	theographic
Tabor	32.683231	35.324694	city	1Chr.6.77	gnosis	medium	theographic
Tabor	31.93053920580005	35.22103274923676	city	1Sam.10.3	gnosis	medium	theographic
Tahath	30.640556	34.411111	city	Num.33.26,Num.33.27	gnosis	medium	openbible
Taralah	31.84746	35.236	city	Josh.18.27	gnosis	medium	openbible
Tarshish	37.271944	-6.944167	city	1Kgs.10.22,1Kgs.22.48,2Chr.9.21,2Chr.20.36,2Chr.20.37,Ps.48.7,Ps.72.10,Isa.2.16,Isa.23.1,Isa.23.6,Isa.23.10,Isa.23.14,Isa.60.9,Isa.66.19,Jer.10.9,Ezek.27.12,Ezek.27.25,Ezek.38.13,Jonah.1.3,Jonah.4.2	gnosis	medium	openbible
Tehaphnehes	30.860556	32.171389	city	Ezek.30.18	gnosis	medium	theographic
Tel-abib	32.126111	45.230833	city	Ezek.3.15	gnosis	medium	openbible
Tel-harsha	32.126111	45.230833	city	Ezra.2.59,Neh.7.61	gnosis	medium	openbible
Tel-melah	32.126111	45.230833	city	Ezra.2.59,Neh.7.61	gnosis	medium	openbible
Telaim	31.162327	35.057114	city	1Sam.15.4	gnosis	medium	theographic
Telassar	36.7014	38.0865	city	2Kgs.19.12,Isa.37.12	gnosis	medium	openbible
Telem	31.142053	34.91217	city	Josh.15.24	gnosis	medium	openbible
Tema	27.629703	38.551626	city	Job.6.19,Isa.21.14,Jer.25.23	gnosis	medium	openbible
Teman	30.745843	35.603919	region	Jer.49.7,Jer.49.20,Ezek.25.13,Amos.1.12,Obad.1.9,Hab.3.3	gnosis	medium	openbible
Terah	30.640556	34.411111	city	Num.33.27,Num.33.28	gnosis	medium	openbible
Thebes	25.720556	32.610278	city	Jer.46.25,Ezek.30.14,Ezek.30.15,Ezek.30.16,Nah.3.8	gnosis	medium	openbible
There	31.776667	35.234167	city	Ezek.48.35	gnosis	medium	openbible
Thessalonica	40.637771	22.945767	city	Acts.17.1,Acts.17.11,Acts.17.13,Acts.27.2,Phil.4.16,2Tim.4.10	gnosis	medium	openbible
Throne	31.776667	35.234167	city	1Kgs.7.7	gnosis	medium	openbible
Thyatira	38.92021	27.83655	city	Acts.16.14,Rev.1.11,Rev.2.18,Rev.2.24	gnosis	medium	openbible
Tibhath	34.363889	36.415556	city	1Chr.18.8	gnosis	medium	openbible
Timnath-serah	32.121473	35.150392	city	Josh.19.50,Josh.24.30	gnosis	medium	theographic
Tirzah	32.2874	35.3378	city	Josh.12.24,1Kgs.14.17,1Kgs.15.21,1Kgs.15.33,1Kgs.16.6,1Kgs.16.8,1Kgs.16.9,1Kgs.16.15,1Kgs.16.17,1Kgs.16.23,2Kgs.15.14,2Kgs.15.16,Song.6.4	gnosis	medium	openbible
Tishbe	33.028611	35.539722	city	1Kgs.17.1	gnosis	medium	openbible
Tochen	31.61593	34.8783	city	1Chr.4.32	gnosis	medium	openbible
Tolad	32.049953	35.733402	city	1Chr.4.29	gnosis	medium	theographic
Topheth	31.769167	35.228056	city	2Kgs.23.10,Jer.7.31,Jer.7.32,Jer.19.6,Jer.19.11,Jer.19.12,Jer.19.13,Jer.19.14	gnosis	medium	openbible
Tower	31.780094	35.234303	landmark	Neh.3.1,Neh.12.39,Jer.31.38,Zech.14.10	gnosis	medium	openbible
Trachonitis	32.9695	36.455383	region	Luke.3.1	gnosis	medium	openbible
Trogyllium	37.659431	27.003279	city	Acts.20.15	gnosis	medium	openbible
Tubal	37.295556	36.253611	region	Isa.66.19,Ezek.27.13,Ezek.38.2,Ezek.38.3,Ezek.39.1	gnosis	medium	openbible
Tyre	33.270833	35.196111	city	Josh.19.29,2Sam.5.11,2Sam.24.7,1Kgs.5.1,1Kgs.7.13,1Kgs.7.14,1Kgs.9.11,1Kgs.9.12,1Chr.14.1,2Chr.2.3,2Chr.2.11,2Chr.2.14,Ps.45.12,Ps.83.7,Ps.87.4,Isa.23.1,Isa.23.5,Isa.23.8,Isa.23.15,Isa.23.17,Jer.25.22,Jer.27.3,Jer.47.4,Ezek.26.2,Ezek.26.3,Ezek.26.4,Ezek.26.7,Ezek.26.15,Ezek.27.2,Ezek.27.3,Ezek.27.8,Ezek.27.32,Ezek.28.2,Ezek.28.12,Ezek.29.18,Joel.3.4,Amos.1.9,Amos.1.10,Zech.9.2,Zech.9.3,Matt.11.21,Matt.11.22,Matt.15.21,Mark.3.8,Mark.7.24,Mark.7.31,Luke.6.17,Luke.10.13,Luke.10.14,Acts.12.20,Acts.21.3,Acts.21.7	gnosis	medium	openbible
Uphaz	18.216667	42.5	city	Jer.10.9,Dan.10.5	gnosis	medium	openbible
Uz	30.745843	35.603919	region	Job.1.1,Jer.25.20,Lam.4.21	gnosis	medium	openbible
Uzza	31.776667	35.234167	landmark	2Kgs.21.18,2Kgs.21.26	gnosis	medium	openbible
vale of Hebron	31.525087	35.10222	region	Gen.37.14	gnosis	medium	openbible
vale of Siddim	31.20849	35.449223	region	Gen.14.3,Gen.14.8,Gen.14.10	gnosis	medium	openbible
valley of Achor	31.71667	35.38333	region	Josh.7.24,Josh.7.26,Josh.15.7,Isa.65.10,Hos.2.15	gnosis	medium	openbible
valley of Aijalon	31.8675	34.959444	region	Josh.10.12	gnosis	medium	openbible
valley of Baca	31.776667	35.234167	region	Ps.84.6	gnosis	medium	openbible
valley of Beracah	31.60894	35.17164	region	2Chr.20.26	gnosis	medium	openbible
valley of Elah	31.67542	34.99802	region	1Sam.17.2,1Sam.17.19,1Sam.21.9	gnosis	medium	openbible
valley of Gerar	31.3821	34.6065	region	Gen.26.17	gnosis	medium	openbible
valley of Gibeon	31.847451	35.183351	region	Isa.28.21	gnosis	medium	openbible
valley of Hamongog	31.7539	35.7152	region	Ezek.39.11,Ezek.39.15	gnosis	medium	openbible
valley of Hinnom	31.769167	35.228056	region	Josh.15.8,Josh.18.16,Neh.11.30	gnosis	medium	openbible
valley of Jehoshaphat	31.780278	35.24	region	Joel.3.2,Joel.3.12	gnosis	medium	openbible
valley of Jericho	31.871719	35.444564	region	Deut.34.3	gnosis	medium	openbible
valley of Jezreel	32.596389	35.241944	region	Josh.17.16,Judg.6.33,Hos.1.5	gnosis	medium	openbible
valley of Jiphthahel	32.771216	35.143017	region	Josh.19.14,Josh.19.27	gnosis	medium	openbible
valley of Lebanon	34.008889	36.145278	region	Josh.11.17,Josh.12.7	gnosis	medium	openbible
valley of Mizpeh	33.4	35.85	region	Josh.11.8	gnosis	medium	openbible
valley of Rephaim	31.763203	35.219122	region	Josh.15.8,Josh.18.16,2Sam.5.18,2Sam.5.22,2Sam.23.13,1Chr.11.15,1Chr.14.9,Isa.17.5	gnosis	medium	openbible
valley of salt	31.050508	35.406271	region	2Sam.8.13,2Kgs.14.7,1Chr.18.12,2Chr.25.11	gnosis	medium	openbible
valley of Shaveh	31.767198	35.235985	region	Gen.14.17,2Sam.18.18	gnosis	medium	openbible
valley of Shittim	31.66715	35.44856	region	Joel.3.18	gnosis	medium	openbible
valley of slaughter	31.769079	35.227994	region	Jer.7.32,Jer.19.6	gnosis	medium	theographic
valley of Sorek	31.755833	35.05	region	Judg.16.4	gnosis	medium	openbible
valley of Succoth	32.1966	35.62118	region	Ps.108.7,Ps.60.6	gnosis	medium	openbible
valley of the passengers	31.49684513710609	35.78284105296996	region	Ezek.39.11	gnosis	medium	theographic
valley of the son of Hinnom	31.769079	35.227994	region	2Kgs.23.10,2Chr.28.3,2Chr.33.6,Jer.7.31,Jer.7.32,Jer.19.2,Jer.19.6,Jer.32.35	gnosis	medium	theographic
valley of Zeboim	31.83498	35.37942	region	1Sam.13.18	gnosis	medium	openbible
valley of Zephathah	31.610556	34.953056	region	2Chr.14.10	gnosis	medium	openbible
valley of Zered	31.02701	35.48533	region	Num.21.12	gnosis	medium	openbible
Waheb	31.665609	35.81749	city	Num.21.14	gnosis	medium	openbible
water gate	31.776667	35.234167	landmark	Neh.3.26,Neh.8.1,Neh.8.3,Neh.8.16	gnosis	medium	openbible
way of holiness	31.776667	35.234167	region	Isa.35.8	gnosis	medium	openbible
Willows	31.02701	35.48533	city	Isa.15.7	gnosis	medium	openbible
Zaanan	31.565278	34.849167	city	Mic.1.11	gnosis	medium	openbible
Zaanannim	32.72113	35.41064	city	Josh.19.33,Judg.4.11	gnosis	medium	openbible
Zair	31.036904	35.487657	city	2Kgs.8.21	gnosis	medium	openbible
Salmon	32.666667	36.733333	city	Ps.68.14	gnosis	medium	openbible
Zalmonah	30.81217	35.37339	city	Num.33.41,Num.33.42	gnosis	medium	openbible
Zela	31.802528	35.209636	city	Josh.18.28,2Sam.21.14	gnosis	medium	openbible
Zenan	31.565278	34.849167	city	Josh.15.37	gnosis	medium	openbible
Zer	32.799722	35.459722	city	Josh.19.35	gnosis	medium	openbible
Zeredah	32.04638	35.09719	city	1Kgs.11.26	gnosis	medium	openbible
Zeredah	32.267821	35.576613	city	2Chr.4.17	gnosis	medium	theographic
Zererah	32.26769	35.577241	city	Judg.7.22	gnosis	medium	openbible
Zimri	32.18922	48.25778	city	Jer.25.25	gnosis	medium	openbible
Zin	31.776667	35.234167	region	Num.13.21,Num.20.1,Num.27.14,Num.33.36,Num.34.3,Deut.32.51,Josh.15.1	gnosis	medium	openbible
Zin	30.68771281376111	34.49479554246946	city	Num.34.4,Josh.15.3	gnosis	medium	theographic
Zion	31.776667	35.234167	mountain	2Sam.5.7,1Kgs.8.1,2Kgs.19.21,1Chr.11.5,2Chr.5.2,Ps.2.6,Ps.9.11,Ps.9.14,Ps.14.7,Ps.20.2,Ps.48.12,Ps.50.2,Ps.51.18,Ps.53.6,Ps.65.1,Ps.69.35,Ps.76.2,Ps.84.7,Ps.87.2,Ps.87.5,Ps.97.8,Ps.99.2,Ps.102.13,Ps.102.16,Ps.102.21,Ps.110.2,Ps.126.1,Ps.128.5,Ps.129.5,Ps.132.13,Ps.133.3,Ps.134.3,Ps.135.21,Ps.137.1,Ps.137.3,Ps.146.10,Ps.147.12,Ps.149.2,Song.3.11,Isa.1.8,Isa.1.27,Isa.2.3,Isa.3.16,Isa.3.17,Isa.4.3,Isa.4.4,Isa.10.24,Isa.10.32,Isa.12.6,Isa.14.32,Isa.16.1,Isa.28.16,Isa.30.19,Isa.31.9,Isa.33.5,Isa.33.14,Isa.33.20,Isa.34.8,Isa.35.10,Isa.37.22,Isa.40.9,Isa.41.27,Isa.46.13,Isa.49.14,Isa.51.3,Isa.51.11,Isa.51.16,Isa.52.1,Isa.52.2,Isa.52.7,Isa.52.8,Isa.59.20,Isa.60.14,Isa.61.3,Isa.62.11,Isa.64.10,Isa.66.8,Jer.3.14,Jer.4.6,Jer.4.31,Jer.6.2,Jer.6.23,Jer.8.19,Jer.9.19,Jer.14.19,Jer.26.18,Jer.30.17,Jer.31.6,Jer.31.12,Jer.50.5,Jer.50.28,Jer.51.10,Jer.51.24,Jer.51.35,Lam.1.4,Lam.1.6,Lam.1.17,Lam.2.1,Lam.2.4,Lam.2.6,Lam.2.8,Lam.2.10,Lam.2.13,Lam.2.18,Lam.4.2,Lam.4.11,Lam.4.22,Lam.5.11,Joel.2.1,Joel.2.15,Joel.2.23,Joel.3.16,Joel.3.17,Joel.3.21,Amos.1.2,Amos.6.1,Mic.1.13,Mic.3.10,Mic.3.12,Mic.4.2,Mic.4.8,Mic.4.10,Mic.4.11,Mic.4.13,Zeph.3.14,Zeph.3.16,Zech.1.14,Zech.1.17,Zech.2.7,Zech.2.10,Zech.8.2,Zech.8.3,Zech.9.9,Zech.9.13,Matt.21.5,John.12.15,Rom.9.33,Rom.11.26,1Pet.2.6,Isa.62.1	gnosis	medium	openbible
Ziphron	34.266667	37.066667	city	Num.34.9	gnosis	medium	openbible
Zobah	33.935278	36.150833	region	1Sam.14.47,2Sam.8.3,2Sam.8.5,2Sam.8.12,2Sam.10.6,2Sam.10.8,2Sam.23.36,1Kgs.11.23,1Chr.18.5,1Chr.18.9,1Chr.19.6	gnosis	medium	openbible
Zobah-Hamath	34.312571	36.925484	city	1Chr.18.3	gnosis	medium	theographic
Zuph	31.85434	35.23161	region	1Sam.9.5	gnosis	medium	openbible
Abila	31.905663	35.855908	city		gnosis	medium	openbible
Abila Lysaniou	33.626667	36.105833	city		gnosis	medium	openbible
Adasa	31.84881	35.16363	city		gnosis	medium	openbible
Adulis	15.263061	39.660552	city		gnosis	medium	openbible
Ai 2	31.13422	35.640041	city		gnosis	medium	openbible
Ai 3	31.916944	35.261111	city		gnosis	medium	openbible
Allon	32.72113	35.41064	city		gnosis	medium	openbible
Ama	31.782302	47.869402	city		gnosis	medium	openbible
Amate	31.782302	47.869402	city		gnosis	medium	openbible
Antioch 2	38.306111	31.189167	city		gnosis	medium	openbible
Arabia 2	30.07	35.35	city		gnosis	medium	openbible
Arbela	32.815137	35.483808	city		gnosis	medium	openbible
Arsinoe	30.566667	32.266667	city		gnosis	medium	openbible
Ashnah 2	31.558611	34.976111	city		gnosis	medium	openbible
Baalah 1	31.142053	34.91217	city		gnosis	medium	openbible
Baalah 2	31.808957	35.10378	city		gnosis	medium	openbible
Baalath 2	31.838514	34.78225	city		gnosis	medium	openbible
Babylon 2	41.8922	12.4852	city		gnosis	medium	openbible
Babylon 3	41.8922	12.4852	city		gnosis	medium	openbible
Batanea	32.852034	36.19934	city		gnosis	medium	openbible
Bealoth 2	30.991038	34.911322	city		gnosis	medium	openbible
Beer 1	31.571944	35.893333	city		gnosis	medium	openbible
Beer 2	32.60823	35.50415	city		gnosis	medium	openbible
Beersheba 2	31.244722	34.840833	city		gnosis	medium	openbible
Belamon	33.258051	35.581007	city		gnosis	medium	openbible
Bethany 2	31.837109	35.550301	city		gnosis	medium	openbible
Beth-dagon 2	32.722583	35.090628	city		gnosis	medium	openbible
Bethel 1	31.922778	35.241389	city		gnosis	medium	openbible
Bethel 2	31.344952	35.124376	city		gnosis	medium	openbible
Bethel 3	31.922778	35.241389	city		gnosis	medium	openbible
Bether 1	31.73	35.135556	city		gnosis	medium	openbible
Bether 2	31.73	35.135556	city		gnosis	medium	openbible
Beth-gader	31.632629	35.092145	city		gnosis	medium	openbible
Bethlehem 2	32.734812	35.185563	city		gnosis	medium	openbible
Bethlehem 3	32.734812	35.185563	city		gnosis	medium	openbible
Bethsaida 2	32.91038	35.63096	city		gnosis	medium	openbible
Brook of Egypt	31.145708	33.80649	city		gnosis	medium	openbible
Brook of the Arabah	31.801389	35.546667	city		gnosis	medium	openbible
Caleb Ephrathah	31.704306	35.207639	city		gnosis	medium	openbible
Carthage	36.852558	10.323461	city		gnosis	medium	openbible
Chalcis	33.725833	35.929722	city		gnosis	medium	openbible
Charmande	33.643918	42.823141	city		gnosis	medium	openbible
City of David	31.773611	35.235556	city		gnosis	medium	openbible
City of Palms 1	31.871719	35.444564	city		gnosis	medium	openbible
City of Palms 2	31.871719	35.444564	city		gnosis	medium	openbible
Cush 1	16.935139	33.75075	city		gnosis	medium	openbible
Cush 2	32.543333	44.422222	city		gnosis	medium	openbible
Debir 1	31.43209	35.01485	city		gnosis	medium	openbible
Debir 2	31.816392	35.359429	city		gnosis	medium	openbible
East Square	31.776667	35.234167	city		gnosis	medium	openbible
Ebenezer 2	31.940941	35.23695	city		gnosis	medium	openbible
Eden 1	40.383333	44.95	city		gnosis	medium	openbible
Eden 2	36.7014	38.0865	city		gnosis	medium	openbible
Eder 1	31.707306	35.230111	city		gnosis	medium	openbible
Eder 2	31.280833	35.125	city		gnosis	medium	openbible
Ephraim 2	31.954444	35.300278	city		gnosis	medium	openbible
Ephraim 3	32.381111	35.764722	city		gnosis	medium	openbible
Ephron 2	31.954444	35.300278	city		gnosis	medium	openbible
Eridu	30.81583	45.99583	city		gnosis	medium	openbible
Ether 1	31.61593	34.8783	city		gnosis	medium	openbible
Ether 2	31.61593	34.8783	city		gnosis	medium	openbible
Etruria	42.227871	11.838912	city		gnosis	medium	openbible
Ezel	31.823113	35.230718	city		gnosis	medium	openbible
Gadara	32.655998	35.679352	city		gnosis	medium	openbible
Galilee 2	32.76	35.527	city		gnosis	medium	openbible
Gath-padalla	32.39835	35.04005	city		gnosis	medium	openbible
Gerasa	32.272281	35.891397	city		gnosis	medium	openbible
Gergesa	32.826086	35.650378	city		gnosis	medium	openbible
Gibbar	31.847451	35.183351	city		gnosis	medium	openbible
Gibeah 2	31.45015	35.053525	city		gnosis	medium	openbible
Gibeah 3	31.98545	35.24395	city		gnosis	medium	openbible
Gibeah 4	31.823113	35.230718	city		gnosis	medium	openbible
Gilead 2	32.187016	35.69211	city		gnosis	medium	openbible
Gilgal 2	32.030556	35.225	city		gnosis	medium	openbible
Gilgal 3	31.79052	35.32262	city		gnosis	medium	openbible
Gilgal 4	31.881883	35.459969	city		gnosis	medium	openbible
Goiim 1	33.511112	36.30639	city		gnosis	medium	openbible
Goiim 2	32.76	35.527	city		gnosis	medium	openbible
Gulloth-mayim	31.43209	35.01485	city		gnosis	medium	openbible
Gutium	34.387529	47.132096	city		gnosis	medium	openbible
Halahha	36.43173	43.19459	city		gnosis	medium	openbible
Ham 1	32.514213	35.812384	city		gnosis	medium	openbible
Ham 2	30.129444	31.3075	city		gnosis	medium	openbible
Hammon 1	33.128108	35.152022	city		gnosis	medium	openbible
Hammon 2	32.766368	35.550553	city		gnosis	medium	openbible
Harhar	34.188333	48.376944	city		gnosis	medium	openbible
Harim	32.188167	34.806703	city		gnosis	medium	openbible
Hatti	40.019722	34.615278	city		gnosis	medium	openbible
Havilah 2	23	46	city		gnosis	medium	openbible
Havilah 3	23	46	city		gnosis	medium	openbible
Hazazon-tamar 2	31.45	35.383333	city		gnosis	medium	openbible
Heracleopolis Magna	29.085556	30.934444	city		gnosis	medium	openbible
Heracleopolis Parva	30.978056	32.175556	city		gnosis	medium	openbible
Herod’s palace	31.776083	35.228036	city		gnosis	medium	openbible
Hilakku	36.913028	34.892056	city		gnosis	medium	openbible
Holy Place 2	31.777778	35.235556	city		gnosis	medium	openbible
House of the Forest of Lebanon	31.776667	35.234167	city		gnosis	medium	openbible
Hushah	31.71181	35.13242	city		gnosis	medium	openbible
Ir-moab	31.280864	35.759526	city		gnosis	medium	openbible
Ir-nahash	31.615681	34.921722	city		gnosis	medium	openbible
Janua	32.486486	35.235272	city		gnosis	medium	openbible
Jericho 2	31.851872	35.436238	city		gnosis	medium	openbible
Jokmeam 2	32.13993	35.48497	city		gnosis	medium	openbible
Jorkeam	31.461967	35.118489	city		gnosis	medium	openbible
Judea 1	31.776667	35.234167	city		gnosis	medium	openbible
Judea 2	31.776667	35.234167	city		gnosis	medium	openbible
King’s Valley	31.767198	35.235985	city		gnosis	medium	openbible
Kumidi	33.62384	35.82104	city		gnosis	medium	openbible
Laash	35.1365	36.75	city		gnosis	medium	openbible
Libnah 2	29.99321	34.704	city		gnosis	medium	openbible
Lower Gulloth	31.43209	35.01485	city		gnosis	medium	openbible
Lower Pool	31.776667	35.234167	city		gnosis	medium	openbible
Lud 1	38.488333	28.040278	city		gnosis	medium	openbible
Lud 2	38.488333	28.040278	city		gnosis	medium	openbible
Luz 1	31.922778	35.241389	city		gnosis	medium	openbible
Luz 2	33.46028	35.53556	city		gnosis	medium	openbible
Lydia	38.488333	28.040278	city		gnosis	medium	openbible
Machbenah	31.554151	34.896797	city		gnosis	medium	openbible
Madiama	28.4947	35.0122	city		gnosis	medium	openbible
Magbish	31.63816	34.95317	city		gnosis	medium	openbible
Magdala	32.827069	35.513552	city		gnosis	medium	openbible
Magdalsenna	31.96618	35.47177	city		gnosis	medium	openbible
Magdolum	30.96478	32.49286	city		gnosis	medium	openbible
Meribah 2	28.623056	33.880278	city		gnosis	medium	openbible
Meronoth	31.885136	35.216417	city		gnosis	medium	openbible
Mezahab	31.806601	36.050752	city		gnosis	medium	openbible
Middle Gate	31.776667	35.234167	city		gnosis	medium	openbible
Migdol 2	30.96478	32.49286	city		gnosis	medium	openbible
Migdol 3	30.96478	32.49286	city		gnosis	medium	openbible
Migron 2	31.86921	35.26807	city		gnosis	medium	openbible
Misgab	31.180556	35.701389	city		gnosis	medium	openbible
Moab 1	31.180556	35.701389	city		gnosis	medium	openbible
Moab 2	31.84018	35.67368	city		gnosis	medium	openbible
Most Holy Place 2	31.777778	35.235556	city		gnosis	medium	openbible
Mount Bashan	32.666667	36.733333	city		gnosis	medium	openbible
Mount Hor 2	33.4	35.85	city		gnosis	medium	openbible
Mount Seir 2	31.7966	35.0653	city		gnosis	medium	openbible
Naamah 2	15.348333	44.206389	city		gnosis	medium	openbible
Nahor	36.864444	39.032778	city		gnosis	medium	openbible
Nahuru	36.864444	39.032778	city		gnosis	medium	openbible
Nobah 1	32.75616	36.61899	city		gnosis	medium	openbible
Nobah 2	32.75616	36.61899	city		gnosis	medium	openbible
North	36.226691	36.171743	city		gnosis	medium	openbible
North Gate	31.776667	35.234167	city		gnosis	medium	openbible
Nuhashe	35.740556	37.046667	city		gnosis	medium	openbible
Old Pool	31.776667	35.234167	city		gnosis	medium	openbible
Parbar	31.776667	35.234167	city		gnosis	medium	openbible
Pitru	36.7014	38.0865	city		gnosis	medium	openbible
Potsherd Gate	31.776667	35.234167	city		gnosis	medium	openbible
Punt	11.595	43.148056	city		gnosis	medium	openbible
Rabbah 2	31.827039	34.987606	city		gnosis	medium	openbible
Ragmat	17.477271	44.179373	city		gnosis	medium	openbible
Ramah 1	31.85434	35.23161	city		gnosis	medium	openbible
Ramah 2	33.1108	35.3106	city		gnosis	medium	openbible
Ramah 3	32.926152	35.401126	city		gnosis	medium	openbible
Ramah 4	31.85434	35.23161	city		gnosis	medium	openbible
Ramah 6	30.991038	34.911322	city		gnosis	medium	openbible
Ramah 7	31.85434	35.23161	city		gnosis	medium	openbible
